品牌/Brand,車型/Model,資訊/Info,年份/Year,冷媒/Refrigerant,冷媒量/Amount (g),冷凍油/Oil (cc)
車型 / Car model /  Car model,SPORTAGE / SPORTAGE, / ,2010 -,R134a,510,120
車型 / Car model /  Car model,SPORTAGE / SPORTAGE, / ,1995 - 2001,R134a,700,見規格 / See Spec
車型 / Car model /  Car model,SPORTAGE 2.0l 16V / SPORTAGE 2.0l 16V, / ,2000 - 2004,R134a,700,120
車型 / Car model /  Car model,Sportage / Sportage, / ,2000 - 2004,R134a,700 ± 20,120 ± 10
車型 / Car model /  Car model,Sportage / Sportage, / ,2004 - 2015,R134a,510 ± 10,100 ± 10
車型 / Car model /  Car model,VENGA / VENGA, / ,2010 -,R134a,550,110
LAND ROVER / LAND ROVER,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,90 / 100 / DEFENDER / 90 / 100 / DEFENDER, / ,1985 - 1994,R12 → R134a,1220 ± 30,310
車型 / Car model /  Car model,DEFENDER / DEFENDER, / ,1994 - 1998,R134a,1090,310
車型 / Car model /  Car model,DEFENDER TD5 / DEFENDER TD5, / ,1999 -,R134a,750 ± 50,見規格 / See Spec
車型 / Car model /  Car model,DEFENDER V8l / DEFENDER V8l, / ,1998 - 2002,R134a,900 ± 30,180
車型 / Car model /  Car model,Defender TD4 2.2/2.4 / Defender TD4 2.2/2.4, / ,2006 - 2015,R134a,600 ± 20,120 ± 10
車型 / Car model /  Car model,Defender TD4 2.5 / Defender TD4 2.5, / ,1999 - 2007,R134a,730 ± 20,120 ± 10
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,2004 - 2009,R134a,600,130
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,2004 - 2009,R134a,900,180
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,2009 -,R134a,550,130
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,2009 -,R134a,810,170
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,2009 -,R134a,600,130
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,2009 -,R134a,900,170
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,2009 -,R134a,625,110
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,2009 -,R134a,900,170
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,1990 - 1994,R12 → R134a,1190,135 ± 15
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,1990 - 1994,R12 → R134a,1540,135 ± 15
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,1994 - 1998,R134a,900,180
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,1994 - 1998,R134a,1150,180
車型 / Car model /  Car model,DISCOVERY / DISCOVERY, / ,1998 - 2004,R134a,700 ± 25,180
車型 / Car model /  Car model,DISCOVERY / DISCOVERY,with rear AC / with rear AC,1998 - 2004,R134a,900 ± 25,180
車型 / Car model /  Car model,Discovery 1Blower/2Blower / Discovery 1Blower/2Blower, / ,1994 - 1998,R134a,900 ± 1150,160 ± 20
車型 / Car model /  Car model,Discovery 1Blower/2Blower / Discovery 1Blower/2Blower, / ,1998 - 2004,R134a,700 ± 900,150 ± 10
車型 / Car model /  Car model,Discovery 1Blower/2Blower Diesel / Discovery 1Blower/2Blower Diesel, / ,2004 - 2009,R134a,550 ± 810,100 ± 140
車型 / Car model /  Car model,Discovery 1Blower/2Blower Petrol / Discovery 1Blower/2Blower Petrol, / ,2004 - 2009,R134a,600 ± 900,110 ± 140
車型 / Car model /  Car model,Discovery 4.0/5.0 1Blower/2Blower / Discovery 4.0/5.0 1Blower/2Blower, / ,2009 - 2015,R134a,620 ± 900,110 ± 140
車型 / Car model /  Car model,Discovery 3.0 1Blower/2Blower / Discovery 3.0 1Blower/2Blower, / ,2009 - 2015,R134a,600 ± 900,110 ± 140
車型 / Car model /  Car model,Discovery 2.7 1Blower/2Blower / Discovery 2.7 1Blower/2Blower, / ,2009 - 2013,R134a,550 ± 810,100 ± 140
車型 / Car model /  Car model,FREELANDER V6 LHD / FREELANDER V6 LHD, / ,2000 - 2006,R134a,430 ± 25,見規格 / See Spec
車型 / Car model /  Car model,FREELANDER V6 RHD / FREELANDER V6 RHD, / ,2000 - 2006,R134a,540 ± 25,見規格 / See Spec
車型 / Car model /  Car model,FREELANDER 2.2 LTD4 / FREELANDER 2.2 LTD4, / ,2006 -,R134a,730,200
車型 / Car model /  Car model,FREELANDER 3.2l / FREELANDER 3.2l, / ,2006 -,R134a,730,150
車型 / Car model /  Car model,FREELANDER / FREELANDER, / ,1997 - 2000,R134a,725 ± 25,150 ± 20
車型 / Car model /  Car model,Freelander Petrol/Diesel / Freelander Petrol/Diesel, / ,1998 - 2006,R134a,720 ± 540,120 ± 90
車型 / Car model /  Car model,Freelander V6 2.5 / Freelander V6 2.5, / ,2000 - 2006,R134a,430 ± 10,80 ± 10
車型 / Car model /  Car model,Freelander / Freelander, / ,2006 - 2014,R134a,730 ± 20,130 ± 10
車型 / Car model /  Car model,RANGE ROVER / RANGE ROVER, / ,2002 - 2005,R134a,510 ± 10,110
車型 / Car model /  Car model,RANGE ROVER LHD / RANGE ROVER LHD, / ,1989 - 1994,R12 → R134a,1080,135 ± 15
車型 / Car model /  Car model,RANGE ROVER RHD / RANGE ROVER RHD, / ,1989 - 1994,R12 → R134a,1250,135 ± 15
車型 / Car model /  Car model,RANGE ROVER / RANGE ROVER, / ,1994 - 1999,R134a,1250,150
車型 / Car model /  Car model,RANGE ROVER / RANGE ROVER, / ,1999 - 2002,R134a,1380 ± 25,180
車型 / Car model /  Car model,RANGE ROVER / CLASSIC / RANGE ROVER / CLASSIC, / ,1994 - 1995,R134a,900,180
車型 / Car model /  Car model,RANGE ROVER / DIESEL / RANGE ROVER / DIESEL, / ,1994 - 2002,R134a,1100,140
車型 / Car model /  Car model,RANGE ROVER SPORT 2.7LTD 4.2l 4.4l / RANGE ROVER SPORT 2.7LTD 4.2l 4.4l, / ,2005 -,R134a,600,130
車型 / Car model /  Car model,RANGE ROVER SPORT 3.0LTD / RANGE ROVER SPORT 3.0LTD, / ,2009 -,R134a,600,110
車型 / Car model /  Car model,RANGE ROVER SPORT 3.6LTD / RANGE ROVER SPORT 3.6LTD, / ,2006 -,R134a,650,130
車型 / Car model /  Car model,RANGE ROVER SPORT 5.0L / RANGE ROVER SPORT 5.0L, / ,2009 -,R134a,700,110
車型 / Car model /  Car model,RANGE ROVER EVOQUE / RANGE ROVER EVOQUE, / ,2011 -,R134a,650 ± 25,150
車型 / Car model /  Car model,Range Rover Petrol/Diesel / Range Rover Petrol/Diesel, / ,1994 - 2002,R134a,1250 ± 1100,180 ± 20
車型 / Car model /  Car model,Range Rover 4.2/4.4 V8 / Range Rover 4.2/4.4 V8, / ,2002 - 2008,R134a,510 ± 10,100 ± 10
車型 / Car model /  Car model,Range Rover 3.6 TD8 1Blower/2Blower / Range Rover 3.6 TD8 1Blower/2Blower, / ,2006 - 2013,R134a,700 ± 880,120 ± 10
車型 / Car model /  Car model,Range Rover 5.0 V8 1Blower/2Blower / Range Rover 5.0 V8 1Blower/2Blower, / ,2009 - 2013,R134a,750 ± 930,140 ± 10
車型 / Car model /  Car model,Range Rover Evoque / Range Rover Evoque, / ,2011 -,R134a,650 ± 20,120 ± 10
車型 / Car model /  Car model,Range Rover Sport 2.7 / Range Rover Sport 2.7, / ,2005 - 2013,R134a,550 ± 10,100 ± 10
車型 / Car model /  Car model,Range Rover Sport 3.0/4.0/4.4 / Range Rover Sport 3.0/4.0/4.4, / ,2005 - 2013,R134a,600 ± 20,110 ± 10
車型 / Car model /  Car model,Range Rover 1Blower/2Blower / Range Rover 1Blower/2Blower, / ,2013 -,R1234yf,800 ± 1050,140 ± 180
車型 / Car model /  Car model,Range Rover Hybrid 1Blower/2Blower / Range Rover Hybrid 1Blower/2Blower, / ,2017 -,R1234yf,950 ± 1100,140 ± 180
LANCIA / LANCIA,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,DEDRA / DEDRA,Sankyo / Sankyo,1989 - 1993,R12 → R134a,900 ± 50,135
車型 / Car model /  Car model,DEDRA / DEDRA,Harrison / Harrison,1989 - 1993,R12 → R134a,900 ± 50,236
車型 / Car model /  Car model,DELTA / DEDRA / DELTA / DEDRA,Sankyo / Sankyo,1994 - 1999,R134a,800,135
車型 / Car model /  Car model,DELTA / DEDRA / DELTA / DEDRA,Harrison / Harrison,1994 - 1999,R134a,630 ± 40,236
車型 / Car model /  Car model,DELTA / DEDRA / DELTA / DEDRA,Danso / Danso,1994 - 1999,R134a,630 ± 40,155 ± 25
車型 / Car model /  Car model,DELTA / DEDRA / DELTA / DEDRA,Sanden SD7V16 / Sanden SD7V16,1994 - 1999,R134a,630 ± 40,240
車型 / Car model /  Car model,DELTA / DEDRA / DELTA / DEDRA,Sanden SD710 / Sanden SD710,1994 - 1999,R134a,630 ± 40,見規格 / See Spec
車型 / Car model /  Car model,DELTA / DELTA, / ,2008 -,R134a,500,130
車型 / Car model /  Car model,KAPPA / KAPPA,Sanden / Sanden,1994 - 2001,R134a,730,135
車型 / Car model /  Car model,KAPPA / KAPPA,Denso / Denso,1994 - 2001,R134a,800,155 ± 15
車型 / Car model /  Car model,LYBRA 1.6 / LYBRA 1.6, / ,1999 - 2005,R134a,700 ± 25,265
車型 / Car model /  Car model,LYBRA 1.8 / 1.9 JTD / LYBRA 1.8 / 1.9 JTD, / ,1999 - 2005,R134a,700 ± 25,135
車型 / Car model /  Car model,LYBRA 2.0 / LYBRA 2.0, / ,1999 - 2005,R134a,700 ± 25,150 ± 20
車型 / Car model /  Car model,LYBRA 2.4 JTD / LYBRA 2.4 JTD, / ,1999 - 2005,R134a,700 ± 25,120 ± 15
車型 / Car model /  Car model,MUSA / MUSA, / ,2004 - 2010,R134a,500,130
車型 / Car model /  Car model,PHEDRA / PHEDRA, / ,2002 - 2010,R134a,600 ± 25,200
車型 / Car model /  Car model,PRISMA 1.9D / PRISMA 1.9D, / ,1986 - 1991,R12 → R134a,850 ± 50,135 ± 15
車型 / Car model /  Car model,THEMA / THEMA, / ,1992 - 1994,R134a,1100,135
車型 / Car model /  Car model,THEMA 2.0 / 2.5 TD / THEMA 2.0 / 2.5 TD, / ,1988 - 1992,R12 → R134a,1200,135
車型 / Car model /  Car model,THEMA 2.5 TD / THEMA 2.5 TD, / ,1985 - 1988,R12 → R134a,1200,135 ± 15
車型 / Car model /  Car model,THESIS / THESIS, / ,2002 - 2009,R134a,650,135 ± 5
車型 / Car model /  Car model,THESIS V6 / THESIS V6, / ,2002 - 2009,R134a,730,135 ± 5
車型 / Car model /  Car model,Y10 / Y10, / ,1992 - 1993,R12 → R134a,800,100
車型 / Car model /  Car model,YPSILON (2003-) / YPSILON (2003-), / ,2003 - 2011,R134a,500 ± 40,130
車型 / Car model /  Car model,YPSILON 1.1 / YPSILON 1.1, / ,1996 - 2003,R134a,650 ± 25,80 ± 20
車型 / Car model /  Car model,YPSILON 1.2 / 1.4 / YPSILON 1.2 / 1.4, / ,1996 - 2003,R134a,675 ± 25,160 ± 10
車型 / Car model /  Car model,ZETA / ZETA, / ,1996 - 2002,R134a,1000,135
LEXUS / LEXUS,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,CT 200h / CT 200h, / ,2010 - 2015,R134a,470 ± 10,80 ± 10
車型 / Car model /  Car model,GS / GS, / ,1997 - 2004,R134a,600 ± 20,100 ± 10
車型 / Car model /  Car model,GS / GS, / ,2005 - 2011,R134a,450 ± 10,80 ± 10
車型 / Car model /  Car model,GS300 / GS300, / ,1994 - 1996,R134a,850 ± 50,見規格 / See Spec
車型 / Car model /  Car model,GS300 / GS430 / GS300 / GS430, / ,1996 - 2005,R134a,600 ± 50,見規格 / See Spec
車型 / Car model /  Car model,GS300 / GS430 / GS300 / GS430, / ,2005 -,R134a,450,130
車型 / Car model /  Car model,GS450H / GS450H, / ,2006 -,R134a,450,120
車型 / Car model /  Car model,GS 450h Hybrid / GS 450h Hybrid, / ,2006 - 2011,R134a,450 ± 10,80 ± 10
車型 / Car model /  Car model,GS 250/350 / GS 250/350, / ,2011 -,R134a,570 ± 10,110 ± 10
車型 / Car model /  Car model,GS 200T/F5.0 / GS 200T/F5.0, / ,2015 -,R134a,570 ± 10,110 ± 10
車型 / Car model /  Car model,GS 300h Hybrid / GS 300h Hybrid, / ,2013 -,R134a,570 ± 10,110 ± 10
車型 / Car model /  Car model,GS 400h Hybrid / GS 400h Hybrid, / ,2012 -,R134a,500 ± 10,100 ± 10
車型 / Car model /  Car model,GX 460 / GX 460, / ,2010 -,R134a,750 ± 20,150 ± 10
車型 / Car model /  Car model,IS 200/300 / IS 200/300, / ,1999 - 2005,R134a,600 ± 20,120 ± 10
車型 / Car model /  Car model,IS 200D/220D/250/ISF / IS 200D/220D/250/ISF, / ,2005 - 2013,R134a,430 ± 10,90 ± 10
車型 / Car model /  Car model,IS 200T/250/300h / IS 200T/250/300h, / ,2013 -,R134a,570 ± 10,110 ± 10
車型 / Car model /  Car model,LS400 / LS400, / ,1990 - 1992,R12 → R134a,1050,見規格 / See Spec
車型 / Car model /  Car model,LS400 / LS400, / ,1993 - 2000,R134a,700 ± 50,見規格 / See Spec
車型 / Car model /  Car model,LS400 / LS400,with rear AC / with rear AC,1993 - 2000,R134a,950 ± 50,見規格 / See Spec
車型 / Car model /  Car model,LS430 / LS430, / ,2000 - 2006,R134a,675 ± 25,見規格 / See Spec
車型 / Car model /  Car model,LS430 / LS430,with rear AC / with rear AC,2000 - 2006,R134a,900 ± 50,見規格 / See Spec
車型 / Car model /  Car model,LS460 / LS460, / ,2006 -,R134a,600,130
車型 / Car model /  Car model,LS460 / LS460,with rear AC / with rear AC,2006 -,R134a,750,150
車型 / Car model /  Car model,LC 500/500h / LC 500/500h, / ,2016 -,R1234yf,550 ± 10,100 ± 10
車型 / Car model /  Car model,LS 430 1Blower/2Blower / LS 430 1Blower/2Blower, / ,2000 - 2006,R134a,650 ± 900,100 ± 150
車型 / Car model /  Car model,LS 460 1Blower/2Blower / LS 460 1Blower/2Blower, / ,2006 - 2016,R134a,600 ± 750,100 ± 120
車型 / Car model /  Car model,LS 500/500h / LS 500/500h, / ,2017 -,R1234yf,550 ± 20,110 ± 10
車型 / Car model /  Car model,LS 600h / LS 600h, / ,2007 - 2009,R134a,900 ± 20,150 ± 10
車型 / Car model /  Car model,LS 600h / LS 600h, / ,2009 - 2018,R134a,840 ± 20,140 ± 10
車型 / Car model /  Car model,NX 200T/300/300h / NX 200T/300/300h, / ,2014 -,R1234yf,550 ± 20,100 ± 10
車型 / Car model /  Car model,RC 200T/F/300h / RC 200T/F/300h, / ,2014 -,R1234yf,550 ± 20,100 ± 10
車型 / Car model /  Car model,RX300 / RX300, / ,2000 - 2003,R134a,650 ± 50,見規格 / See Spec
車型 / Car model /  Car model,RX 300/330/350/400h / RX 300/330/350/400h, / ,2003 - 2008,R134a,650 ± 20,100 ± 10
車型 / Car model /  Car model,RX350 / RX350, / ,2006 - 2009,R134a,650 ± 50,120
車型 / Car model /  Car model,RX350 / RX350, / ,2009 -,R134a,500 ± 25,110
車型 / Car model /  Car model,RX 350 / RX 350, / ,2008 - 2015,R134a,550 ± 10,90 ± 10
車型 / Car model /  Car model,RX400H / RX400H, / ,2005 - 2010,R134a,650 ± 50,120
車型 / Car model /  Car model,RX 450h Hybrid / RX 450h Hybrid, / ,2008 - 2015,R134a,600 ± 20,100 ± 10
車型 / Car model /  Car model,RX 200T/300/450h / RX 200T/300/450h, / ,2015 -,R1234yf,550 ± 10,100 ± 10
車型 / Car model /  Car model,SC 430 / SC 430, / ,2001 - 2010,R134a,700 ± 20,120 ± 10
車型 / Car model /  Car model,UX 200/250h / UX 200/250h, / ,2018 -,R1234yf,550 ± 10,100 ± 10
車型 / Car model /  Car model,MAN / MAN, / ,,,,
車型 / Car model /  Car model,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
車型 / Car model /  Car model,F2000 / F2000,Unicla/round pipe / Unicla/round pipe,1994 -,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,F2000 / F2000,Zexel/round pipe / Zexel/round pipe,1994 -,R134a,1150,200
車型 / Car model /  Car model,F2000 / F2000,Sanden/round pipe / Sanden/round pipe,1994 -,R134a,1150,135
車型 / Car model /  Car model,F2000 / F2000,Denso/round pipe / Denso/round pipe,1994 -,R134a,1150,160
車型 / Car model /  Car model,F2000 / F2000,Diesel Kiki/round pipe / Diesel Kiki/round pipe,1994 -,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,F2000 / F2000,Unicla/flat pipe / Unicla/flat pipe,1994 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,F2000 / F2000,Zexel/flat pipe / Zexel/flat pipe,1994 -,R134a,950,200
車型 / Car model /  Car model,F2000 / F2000,Sanden/flat pipe / Sanden/flat pipe,1994 -,R134a,950,135
車型 / Car model /  Car model,F2000 / F2000,Denso/flat pipe / Denso/flat pipe,1994 -,R134a,950,160
車型 / Car model /  Car model,F2000 / F2000,Diesel Kiki/flat pipe / Diesel Kiki/flat pipe,1994 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Unicla/round pipe / Unicla/round pipe,1999 -,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Zexel/round pipe / Zexel/round pipe,1999 -,R134a,1150,200
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Senden/round pipe / Senden/round pipe,1999 -,R134a,1150,135
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Denso/round pipe / Denso/round pipe,1999 -,R134a,1150,160
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Diesel Kiki/round pipe / Diesel Kiki/round pipe,1999 -,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Unicla/flat pipe / Unicla/flat pipe,1999 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Zexel/flat pipe / Zexel/flat pipe,1999 -,R134a,950,200
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Sanden/flat pipe / Sanden/flat pipe,1999 -,R134a,950,135
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Denso/flat pipe / Denso/flat pipe,1999 -,R134a,950,160
車型 / Car model /  Car model,L2000 / M2000 / L2000 / M2000,Diesel Kiki/flat pipe / Diesel Kiki/flat pipe,1999 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,L2000 / M2000L / L2000 / M2000L,Unicla / Unicla,1999 -,R134a,1250,見規格 / See Spec
車型 / Car model /  Car model,L2000 / M2000L / L2000 / M2000L,Zexel / Zexel,1999 -,R134a,1250,200
車型 / Car model /  Car model,L2000 / M2000L / L2000 / M2000L,Sanden / Sanden,1999 -,R134a,1250,135
車型 / Car model /  Car model,L2000 / M2000L / L2000 / M2000L,Denso / Denso,1999 -,R134a,1250,160
車型 / Car model /  Car model,L2000 / M2000L / L2000 / M2000L,Diesel Kiki / Diesel Kiki,1999 -,R134a,1250,見規格 / See Spec
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Unicla/round pipe / Unicla/round pipe,,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Zexel/round pipe / Zexel/round pipe,,R134a,1150,200
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Sanden/round pipe / Sanden/round pipe,,R134a,1150,135
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Denso/round pipe / Denso/round pipe,,R134a,1150,160
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Diesel Kiki/round pipe / Diesel Kiki/round pipe,,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Unicla/flat pipe / Unicla/flat pipe,,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Zexel/flat pipe / Zexel/flat pipe,,R134a,950,200
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Sanden/flat pipe / Sanden/flat pipe,,R134a,950,135
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Denso/flat pipe / Denso/flat pipe,,R134a,950,160
車型 / Car model /  Car model,LE-C / ME-C / B / LE-C / ME-C / B,Diesel Kiki/flat pipe / Diesel Kiki/flat pipe,,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,M2000M / F2000 / M2000M / F2000,Unicla / Unicla,1995 - 1999,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,M2000M / F2000 / M2000M / F2000,Zexel / Zexel,1995 - 1999,R134a,1150,200
車型 / Car model /  Car model,M2000M / F2000 / M2000M / F2000,Sanden / Sanden,1995 - 1999,R134a,1150,135
車型 / Car model /  Car model,M2000M / F2000 / M2000M / F2000,Denso / Denso,1995 - 1999,R134a,1150,160
車型 / Car model /  Car model,M2000M / F2000 / M2000M / F2000,Diesel Kiki / Diesel Kiki,1995 - 1999,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,TGL / TGL,(-)Dual AC / (-)Dual AC,2000 -,R134a,900,250
車型 / Car model /  Car model,TGL / TGL,(+)Dual AC / (+)Dual AC,2000 -,R134a,1200,250
車型 / Car model /  Car model,TGL / TGL,Unicla / round pipe / Unicla / round pipe,2005 -,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,TGL / TGL,Zexel / round pipe / Zexel / round pipe,2005 -,R134a,1150,200
車型 / Car model /  Car model,TGL / TGL,Sanden / round pipe / Sanden / round pipe,2005 -,R134a,1150,135
車型 / Car model /  Car model,TGL / TGL,Denso / round pipe / Denso / round pipe,2005 -,R134a,1150,160
車型 / Car model /  Car model,TGL / TGL,Diesel Kiki / round pipe / Diesel Kiki / round pipe,2005 -,R134a,1150,見規格 / See Spec
車型 / Car model /  Car model,TGL / TGL,Unicla / flat pipe / Unicla / flat pipe,2005 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,TGL / TGL,Zexel / flat pipe / Zexel / flat pipe,2005 -,R134a,950,200
車型 / Car model /  Car model,TGL / TGL,Sanden / flat pipe / Sanden / flat pipe,2005 -,R134a,950,135
車型 / Car model /  Car model,TGL / TGL,Denso / flat pipe / Denso / flat pipe,2005 -,R134a,950,160
車型 / Car model /  Car model,TGL / TGL,Diesel Kiki / flat pipe / Diesel Kiki / flat pipe,2005 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,TGM / TGM, / ,2005 -,R134a,750,見規格 / See Spec
車型 / Car model /  Car model,TGS / TGS,(-)Dual AC / (-)Dual AC,2007 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,TGS / TGS,(+)Dual AC / (+)Dual AC,2007 -,R134a,1050,見規格 / See Spec
車型 / Car model /  Car model,TGX / TGX,(-)Dual AC / (-)Dual AC,2007 -,R134a,950,見規格 / See Spec
車型 / Car model /  Car model,TGX / TGX,(+)Dual AC / (+)Dual AC,2007 -,R134a,1050,見規格 / See Spec
MAZDA / MAZDA,"此充填冷媒量僅供參考,正確請以原廠標示為準 / This refrigerant filling amount is for reference only. For correctness, please refer to the original factory label.", / ,,,,
